Epoch,MaxActionDiff,MinActionDiff,MeanActionDiff,StdActionDiff,MeanReWeightingFactor,StdReWeightingFactor,MeanMinusStd,MeanPlusStd,Loss
116500,5.741211,0,-1683.5591,2.0153656,0.99999994,3.4510565,-1685.5745,-1681.5437,-1683.4597
117000,7.189209,0.0031738281,-1683.3674,2.0871491,1,6.5265183,-1685.4546,-1681.2803,-1683.2368
117500,6.5126953,0.009033203,-1683.333,1.9603302,1,5.4897923,-1685.2933,-1681.3727,-1683.2734
118000,6.3485107,0.005493164,-1683.359,1.9087636,0.9999999,5.1480565,-1685.2678,-1681.4502,-1683.3081
118500,6.754883,0.0026855469,-1683.7993,2.046668,0.9999999,5.663073,-1685.846,-1681.7527,-1683.5101
119000,5.0632324,0.007080078,-1683.5518,1.8673302,1,2.6990213,-1685.4191,-1681.6844,-1683.2872
119500,4.75708,0.013183594,-1683.6091,1.8340355,0.99999994,2.673553,-1685.4431,-1681.7751,-1683.4795
120000,5.364258,0.0068359375,-1683.6284,1.7933918,0.99999994,2.1961155,-1685.4218,-1681.8351,-1683.4891
120500,7.4105225,0.012329102,-1683.5258,1.9163504,1.0000001,9.206125,-1685.4421,-1681.6094,-1683.3718
121000,5.537842,0.0107421875,-1683.5608,2.124776,1,2.6374145,-1685.6855,-1681.436,-1683.5308
121500,7.814209,0.0026855469,-1683.5564,2.1111028,0.9999999,9.209449,-1685.6675,-1681.4453,-1683.3954
122000,6.9487305,0.0034179688,-1683.2886,2.09099,1,6.198035,-1685.3795,-1681.1976,-1683.1951
122500,6.7662354,0.006713867,-1683.5424,1.9815512,0.99999994,3.7299771,-1685.5239,-1681.5608,-1683.5002
123000,6.5125732,0.009643555,-1683.9305,1.9666008,0.99999994,5.455189,-1685.8971,-1681.964,-1683.8275
123500,5.338867,0.011962891,-1683.582,1.7950882,1,2.6627228,-1685.3771,-1681.787,-1683.4626
124000,5.6331787,0.0028076172,-1683.378,1.8855597,1,3.7200065,-1685.2637,-1681.4924,-1683.2994
124500,6.310669,0.0030517578,-1683.5717,2.0773478,1,2.802899,-1685.649,-1681.4943,-1683.3035
125000,7.0317383,0.01171875,-1683.5674,1.8888092,1,8.637747,-1685.4562,-1681.6786,-1683.2875
125500,7.4262695,0.028320312,-1683.758,2.2023911,1.0000001,6.734819,-1685.9604,-1681.5557,-1683.6428
126000,7.260254,0.0063476562,-1683.9133,2.1085842,1,3.882662,-1686.022,-1681.8047,-1683.6558
126500,7.164673,0.02746582,-1683.3778,2.1442523,1,3.316704,-1685.5221,-1681.2335,-1683.3242
127000,7.760742,0.005126953,-1683.6589,1.9241872,1,4.8913283,-1685.5831,-1681.7347,-1683.6047
127500,6.593384,0.006958008,-1683.7308,2.073185,1.0000001,2.2907171,-1685.8041,-1681.6576,-1683.6089
128000,7.192871,0.0026855469,-1683.499,1.9130846,0.99999994,3.7086294,-1685.4121,-1681.5859,-1683.2517
128500,6.451782,0.003540039,-1683.4886,1.9609848,1.0000001,5.333392,-1685.4496,-1681.5277,-1683.429
129000,6.13916,0.010986328,-1683.5925,1.955371,1,3.3367326,-1685.5479,-1681.6372,-1683.3871
129500,7.1363525,0.010375977,-1683.7181,1.9475882,1.0000001,7.433561,-1685.6658,-1681.7705,-1683.5011
130000,6.2979736,0.00012207031,-1683.6945,1.880409,0.9999999,5.469283,-1685.5748,-1681.8141,-1683.5701
130500,6.819214,0.00036621094,-1684.0292,2.0573068,1,2.9845934,-1686.0864,-1681.9719,-1683.8789
131000,7.0528564,0.006713867,-1684.0038,2.088151,0.9999999,3.579384,-1686.0919,-1681.9156,-1683.5679
131500,5.628296,0.014282227,-1683.7045,2.0813508,1.0000001,2.6857517,-1685.7858,-1681.6232,-1683.566
132000,6.968872,0.0010986328,-1683.7352,2.0531123,1,6.3558617,-1685.7883,-1681.6821,-1683.6216
132500,5.1816406,0.009765625,-1683.748,1.9365143,1.0000001,2.892249,-1685.6846,-1681.8115,-1683.5906
133000,5.86499,0.007080078,-1683.6484,1.9195372,1,4.1290574,-1685.568,-1681.7289,-1683.5142
133500,5.6916504,0.0031738281,-1683.5002,1.841283,1,3.6474907,-1685.3416,-1681.6589,-1683.3947
134000,4.8896484,0.0107421875,-1683.6187,1.7968618,0.99999994,2.5622475,-1685.4155,-1681.8218,-1683.4873
134500,5.0358887,0.0078125,-1683.5232,1.8632936,1,2.9715984,-1685.3865,-1681.6599,-1683.3418
135000,7.8741455,0.0028076172,-1683.7076,1.9165244,1,4.8735127,-1685.6241,-1681.7911,-1683.5625
135500,7.1049805,0.0073242188,-1683.6523,2.060694,1,3.0371516,-1685.713,-1681.5917,-1683.5365
136000,6.4003906,0.0036621094,-1683.8093,2.0538166,0.99999994,5.0660768,-1685.8632,-1681.7555,-1683.7489
136500,6.590088,0.0041503906,-1683.8489,2.0115936,1,5.675033,-1685.8605,-1681.8373,-1683.4967
137000,7.0477295,0.0010986328,-1683.5397,1.8819174,1,2.1380942,-1685.4216,-1681.6577,-1683.3999
137500,6.3446045,0.0037841797,-1683.4948,2.0049498,1,4.615717,-1685.4998,-1681.4897,-1683.3696
138000,5.3898926,0.0087890625,-1683.7517,1.890761,1,3.1475122,-1685.6425,-1681.861,-1683.6521
138500,5.9630127,0.005004883,-1683.5831,1.9519538,1,4.472854,-1685.535,-1681.6312,-1683.2244
139000,6.1413574,0.036865234,-1683.7305,1.9712,0.99999994,4.395331,-1685.7017,-1681.7593,-1683.5552
139500,7.5,0.015136719,-1683.7322,1.7702724,1,2.0917125,-1685.5024,-1681.9619,-1683.6766
140000,5.4942627,0.0037841797,-1683.8094,1.8651091,1,3.509845,-1685.6746,-1681.9443,-1683.6821
140500,6.566284,0.013305664,-1683.6107,1.9402853,1,3.1077254,-1685.551,-1681.6704,-1683.501
141000,7.5811768,0.0059814453,-1683.705,2.0158489,1,2.4423106,-1685.7208,-1681.6891,-1683.6204
141500,4.991699,0.022705078,-1683.6362,1.7050388,1,3.091722,-1685.3413,-1681.9312,-1683.5452
142000,6.069702,0.002319336,-1683.549,1.8493894,1,3.7940438,-1685.3983,-1681.6996,-1683.506
142500,6.403076,0.0041503906,-1683.5295,1.8845168,0.99999994,5.6791625,-1685.4141,-1681.645,-1683.4666
143000,7.0844727,0.0041503906,-1683.5535,1.9719677,1,7.5413456,-1685.5254,-1681.5815,-1683.5122
143500,6.216919,0.02331543,-1683.6627,1.8369032,1.0000001,5.422759,-1685.4996,-1681.8258,-1683.6111
144000,7.0323486,0.0010986328,-1683.6154,2.1445844,1.0000001,3.5596762,-1685.7599,-1681.4708,-1683.5312
144500,5.277832,0.03857422,-1683.6824,1.8370322,1,3.5137904,-1685.5194,-1681.8453,-1683.5018
145000,5.6625977,0.0041503906,-1683.6958,1.8880075,1,3.7984958,-1685.5839,-1681.8077,-1683.6116
145500,6.626587,0.010864258,-1683.9115,1.940284,1,6.7314177,-1685.8518,-1681.9712,-1683.6941
146000,5.459961,0.0036621094,-1683.6272,1.8821987,1,3.1986156,-1685.5094,-1681.745,-1683.4883
146500,6.988159,0.003540039,-1683.6359,2.0211093,1,2.911571,-1685.657,-1681.6147,-1683.5851
147000,5.8376465,0.020996094,-1684.0552,1.9693587,1,2.4143133,-1686.0245,-1682.0858,-1683.8789
147500,4.3876953,0.0014648438,-1683.7554,1.7709019,0.99999994,2.201694,-1685.5262,-1681.9845,-1683.676
148000,5.408203,0.0126953125,-1683.7778,1.7706923,1,3.1809118,-1685.5486,-1682.0071,-1683.6963
148500,7.693115,0.00048828125,-1683.8235,2.020735,1.0000001,9.287345,-1685.8442,-1681.8027,-1683.7146
149000,6.366089,0.006225586,-1683.8741,1.9896435,1.0000001,4.6937037,-1685.8638,-1681.8845,-1683.7411
149500,6.18396,0.005493164,-1683.8351,1.8432565,1,5.294334,-1685.6783,-1681.9918,-1683.6675
150000,6.005493,0.006225586,-1683.7584,1.9572864,1.0000001,4.2732906,-1685.7157,-1681.8011,-1683.679
150500,6.400757,0.0059814453,-1683.4913,2.0107255,1,5.0147915,-1685.5021,-1681.4806,-1683.4436
151000,5.851074,0.0017089844,-1683.5747,1.8768765,1,2.8452446,-1685.4515,-1681.6979,-1683.4741
151500,6.162964,0.016479492,-1683.6798,2.1518557,0.99999994,2.942316,-1685.8317,-1681.528,-1683.5945
152000,5.00354,0.02355957,-1683.8368,1.9834828,0.9999999,2.5860484,-1685.8203,-1681.8533,-1683.7085
152500,7.3078613,0.0087890625,-1683.6023,1.940919,1,8.353586,-1685.5432,-1681.6614,-1683.565
153000,6.0041504,0.05810547,-1683.5271,1.7854514,1,5.1972394,-1685.3125,-1681.7417,-1683.4514
153500,5.1627197,0.004760742,-1683.7438,1.7965003,0.99999994,2.553032,-1685.5403,-1681.9473,-1683.645
154000,8.165894,0.0028076172,-1683.7455,1.9475936,1,11.235443,-1685.6931,-1681.7979,-1683.6388
154500,6.3601074,0.008544922,-1683.8557,1.8798051,1.0000002,3.1426857,-1685.7355,-1681.976,-1683.6531
155000,5.47876,0.00024414062,-1683.7834,1.8597178,1,3.420026,-1685.6432,-1681.9237,-1683.677
155500,6.20166,0.0012207031,-1683.9495,1.8076538,0.99999994,5.5075836,-1685.7571,-1682.1418,-1683.8066
156000,6.25708,0.007080078,-1683.9917,2.0081336,0.99999994,4.4577703,-1685.9999,-1681.9835,-1683.94
156500,7.1591797,0.0048828125,-1683.7864,2.0366879,0.99999994,7.2894278,-1685.8231,-1681.7496,-1683.6643
157000,5.388916,0.00024414062,-1683.6492,1.9396061,0.9999999,3.4224095,-1685.5887,-1681.7096,-1683.5449
157500,4.4177246,0,-1683.6057,1.7500437,1,2.5627053,-1685.3557,-1681.8557,-1683.5194
158000,6.359131,0.008056641,-1683.925,1.8449022,0.99999994,5.525924,-1685.7699,-1682.0802,-1683.5984
158500,5.2838135,0.00061035156,-1683.8363,1.7571609,1,2.3950546,-1685.5935,-1682.0791,-1683.7703
159000,7.3811035,0.0063476562,-1684.032,1.919426,1,9.105913,-1685.9514,-1682.1125,-1683.9358
159500,6.3293457,0.0012207031,-1683.6902,1.9250449,1,5.3740664,-1685.6152,-1681.7651,-1683.5938
160000,6.956909,0.010864258,-1683.7963,2.0190206,1,2.7470043,-1685.8153,-1681.7772,-1683.7107
160500,4.920532,0.012084961,-1683.8448,1.8481659,0.99999976,2.5185986,-1685.693,-1681.9967,-1683.7771
161000,4.956299,0.0007324219,-1683.9961,1.6727582,1,2.8418431,-1685.6688,-1682.3234,-1683.6918
161500,6.5513916,0.014282227,-1683.6722,1.9901216,0.99999994,5.583447,-1685.6624,-1681.6821,-1683.6229
162000,6.2576904,0.008666992,-1683.9357,1.8711493,1,5.2616634,-1685.8068,-1682.0646,-1683.7684
162500,6.2542725,0.00012207031,-1683.799,1.9923363,0.9999998,2.6919525,-1685.7913,-1681.8066,-1683.6927
163000,6.30896,0.010375977,-1683.7972,1.8809127,1,5.100113,-1685.6781,-1681.9164,-1683.7042
163500,6.5148926,0.0007324219,-1683.8745,1.9489349,1,4.5021048,-1685.8235,-1681.9255,-1683.7896
164000,5.4072266,0.0021972656,-1683.8835,1.8246901,0.99999994,2.6795697,-1685.7083,-1682.0588,-1683.854
164500,5.7423096,0.0076904297,-1683.932,1.859985,0.99999994,4.0916924,-1685.792,-1682.072,-1683.8264
165000,6.4973145,0.0075683594,-1683.676,1.7954525,1,6.411774,-1685.4714,-1681.8806,-1683.5018
165500,6.3237305,0.0007324219,-1683.5315,1.8135352,0.99999994,5.875945,-1685.345,-1681.718,-1683.3787
166000,5.5040283,0.003540039,-1684.0121,1.8571295,1.0000001,2.883813,-1685.8693,-1682.1549,-1683.73
166500,8.559692,0.013305664,-1683.8593,1.9569434,1.0000002,12.232231,-1685.8162,-1681.9023,-1683.8057
167000,4.928833,0.0032958984,-1683.7728,1.8811004,1,2.4877458,-1685.6539,-1681.8917,-1683.7029
167500,6.6448975,0.0010986328,-1683.7489,1.9770837,1,4.9758606,-1685.726,-1681.7719,-1683.6597
168000,6.116699,0.0024414062,-1683.8047,1.8590053,1.0000001,2.57422,-1685.6637,-1681.9457,-1683.7104
168500,6.6291504,0.0024414062,-1683.6621,1.8605826,1,6.1258793,-1685.5227,-1681.8015,-1683.6187
169000,4.614746,0.008056641,-1683.7449,1.8688201,1,2.1918514,-1685.6136,-1681.8761,-1683.6274
169500,6.391968,0.0008544922,-1683.7479,1.8938271,0.9999999,5.9712744,-1685.6417,-1681.8541,-1683.5454
170000,5.86792,0.0031738281,-1683.6406,1.8932865,1.0000001,4.048909,-1685.5339,-1681.7473,-1683.5488
170500,6.0203857,0.00012207031,-1683.5807,1.9366705,1,4.2714424,-1685.5173,-1681.644,-1683.4379
171000,5.624634,0.0025634766,-1683.7448,1.8753997,1,2.9608765,-1685.6201,-1681.8694,-1683.6936
171500,6.7998047,0.0024414062,-1683.8037,1.9486848,1,5.1786675,-1685.7524,-1681.855,-1683.7256
172000,7.8674316,0.011474609,-1683.8647,1.9216031,1,9.550605,-1685.7864,-1681.9431,-1683.7583
172500,5.121338,0.026123047,-1683.8662,1.7047708,1,3.2639437,-1685.5709,-1682.1615,-1683.7954
173000,7.114258,0.009765625,-1683.7627,1.9477408,0.9999999,4.5397463,-1685.7104,-1681.815,-1683.7097
173500,5.3569336,0.009765625,-1683.7432,1.6946979,0.99999994,3.9716694,-1685.4379,-1682.0485,-1683.6709
174000,6.6435547,0.009765625,-1683.8057,1.9352354,0.99999994,5.8769994,-1685.7408,-1681.8705,-1683.5232
174500,7.189575,0.051879883,-1683.8986,1.9203075,1.0000001,8.491108,-1685.8188,-1681.9783,-1683.8416
175000,5.67749,0.015625,-1683.7795,1.7067055,1,2.34695,-1685.4862,-1682.0729,-1683.748
175500,5.1867676,0.028564453,-1683.8689,1.9131988,0.99999994,3.0657678,-1685.7821,-1681.9557,-1683.8171
176000,5.486206,0.004272461,-1683.5638,1.9704301,0.99999994,2.6783316,-1685.5343,-1681.5934,-1683.4983
176500,6.637451,0.008300781,-1683.9021,2.060559,1.0000001,5.3865123,-1685.9626,-1681.8416,-1683.8081
177000,6.6448975,0.038208008,-1683.8885,1.8256581,0.99999994,2.9804342,-1685.7142,-1682.0629,-1683.7551
177500,5.996338,0.0009765625,-1683.8176,1.9417654,1,2.9715176,-1685.7594,-1681.8759,-1683.639
178000,6.076294,0.0037841797,-1684.0206,2.056752,1,4.400632,-1686.0774,-1681.9639,-1683.8754
178500,5.682617,0.005859375,-1683.5237,1.7521862,1,4.3984566,-1685.2759,-1681.7715,-1683.4674
179000,5.7545166,0.003540039,-1683.8016,1.7624152,1,4.5072975,-1685.5641,-1682.0392,-1683.6506
179500,6.65625,0.0014648438,-1683.8296,1.8988,1,2.6779568,-1685.7284,-1681.9308,-1683.6929
180000,6.9626465,0.005859375,-1683.8301,2.0534601,1,3.1271088,-1685.8835,-1681.7766,-1683.7698
180500,4.9051514,0.026489258,-1683.8859,1.8122554,1,2.5306408,-1685.6981,-1682.0736,-1683.8132
181000,5.1016846,0.008666992,-1683.8881,1.8551062,1,2.2118938,-1685.7432,-1682.033,-1683.7869
181500,5.784668,0.025878906,-1683.7834,2.0326717,1.0000001,2.5770717,-1685.8162,-1681.7507,-1683.638
182000,5.6169434,0.0043945312,-1683.977,1.911846,1,3.1931827,-1685.8889,-1682.0652,-1683.8463
182500,6.6137695,0.0043945312,-1683.6436,1.8381535,1,3.3380272,-1685.4817,-1681.8054,-1683.6089
183000,5.215088,0.0041503906,-1683.8462,1.8523179,1.0000001,2.8104007,-1685.6985,-1681.9939,-1683.6965
183500,5.4919434,0.0031738281,-1683.7273,1.8971621,1,3.5143106,-1685.6245,-1681.8301,-1683.613
184000,5.1203613,0.00390625,-1683.9626,1.8952438,0.99999994,2.9847968,-1685.8579,-1682.0674,-1683.8683
184500,6.2141113,0.022216797,-1684.0476,1.8695853,1.0000001,5.0558233,-1685.9172,-1682.178,-1683.7229
185000,5.8066406,0.0041503906,-1683.6953,1.8180089,1.0000001,2.7927978,-1685.5133,-1681.8773,-1683.6127
185500,6.2613525,0.0015869141,-1683.7489,1.8901961,1,4.4917784,-1685.639,-1681.8588,-1683.6738
186000,6.0526123,0.008422852,-1683.8275,1.8160067,0.9999999,5.047406,-1685.6436,-1682.0115,-1683.6532
186500,5.458496,0.0056152344,-1683.811,1.825471,1,3.30657,-1685.6365,-1681.9856,-1683.6211
187000,6.6660156,0,-1684.0825,1.9092786,1,3.820785,-1685.9918,-1682.1732,-1684.0034
187500,5.3796387,0.0056152344,-1683.9417,1.8335402,1,3.413317,-1685.7751,-1682.1082,-1683.8707
188000,7.4189453,0.016845703,-1683.7515,1.9663413,1,2.4237914,-1685.7178,-1681.7852,-1683.6226
188500,5.496704,0.018676758,-1683.8065,1.8465109,0.9999999,2.0964432,-1685.6531,-1681.96,-1683.658
189000,5.1795654,0.010131836,-1683.9193,1.8345947,1,2.9999604,-1685.7539,-1682.0847,-1683.8667
189500,8.280518,0.0036621094,-1683.852,1.8950332,1.0000001,2.6153464,-1685.7471,-1681.957,-1683.7393
190000,6.1086426,0.0031738281,-1683.8108,1.7980944,1,4.9360147,-1685.6089,-1682.0127,-1683.6216
190500,5.130249,0.002319336,-1683.8583,1.8366569,1.0000001,2.8777544,-1685.695,-1682.0216,-1683.75
191000,6.484619,0.018554688,-1683.8088,2.048736,0.9999999,4.0661545,-1685.8575,-1681.7601,-1683.7515
191500,6.7385254,0.011474609,-1683.8987,1.9909142,0.9999999,6.4848213,-1685.8896,-1681.9077,-1683.8271
192000,6.326538,0.009887695,-1683.9005,1.7538369,1,5.9951363,-1685.6543,-1682.1467,-1683.6475
192500,6.956787,0.015380859,-1684.0884,2.053248,0.9999999,6.2159386,-1686.1416,-1682.0352,-1683.9832
193000,6.1206055,0,-1683.69,1.9161348,0.99999994,3.9804177,-1685.6061,-1681.7738,-1683.6467
193500,5.390381,0.00024414062,-1683.8855,1.7783251,0.99999994,2.4750853,-1685.6638,-1682.1072,-1683.7676
194000,6.819336,0.001953125,-1683.7917,1.7933878,1,3.0829146,-1685.5851,-1681.9984,-1683.6464
194500,5.7323,0.015991211,-1683.659,1.8523302,0.99999994,4.2153068,-1685.5114,-1681.8068,-1683.5399
195000,6.3569336,0.024169922,-1683.9875,1.9790761,1,3.127997,-1685.9667,-1682.0084,-1683.7869
195500,7.099243,0.0028076172,-1683.7599,1.8188851,0.9999999,2.4020808,-1685.5787,-1681.941,-1683.6428
196000,6.5288086,0.016845703,-1683.9866,1.8644207,0.9999999,5.429709,-1685.851,-1682.1222,-1683.8749
196500,5.7175293,0.008911133,-1683.9833,1.8165313,1,3.8384037,-1685.7998,-1682.1667,-1683.9545
197000,4.790039,0.017089844,-1683.7825,1.8724918,1.0000001,2.529575,-1685.6549,-1681.91,-1683.606
197500,5.361206,0.0028076172,-1683.7438,1.7198142,0.99999994,3.5509274,-1685.4636,-1682.0239,-1683.6968
198000,4.883667,0.0057373047,-1684.006,1.7611309,0.99999994,2.8015416,-1685.7671,-1682.2449,-1683.9279
198500,5.6567383,0.0075683594,-1683.8479,1.7725081,1.0000001,2.2298837,-1685.6204,-1682.0754,-1683.7683
199000,5.565918,0.0053710938,-1683.9915,1.9289308,1,3.7007892,-1685.9204,-1682.0625,-1683.885
199500,5.928955,0.00048828125,-1683.8506,1.8842322,1,4.1973376,-1685.7349,-1681.9663,-1683.7166
200000,5.407715,0.01171875,-1683.8638,1.782172,0.99999994,3.5537748,-1685.646,-1682.0815,-1683.6765
200500,5.2471924,0.013793945,-1683.6976,1.7764646,1,2.9710433,-1685.4741,-1681.9211,-1683.6453
201000,6.1292725,0.0018310547,-1683.9559,1.7968242,1,5.0914984,-1685.7528,-1682.159,-1683.9026
201500,5.4539795,0.0045166016,-1683.7887,1.839549,1.0000001,2.3944094,-1685.6283,-1681.9491,-1683.7524
202000,5.590332,0.0031738281,-1683.7898,1.842268,0.9999999,3.841052,-1685.6321,-1681.9475,-1683.719
202500,5.4578857,0.0020751953,-1683.8915,1.8638226,1,2.5519295,-1685.7552,-1682.0277,-1683.8225
203000,7.352783,0.016113281,-1683.6741,1.7829982,0.9999999,9.58347,-1685.457,-1681.8911,-1683.6086
203500,5.42395,0.0032958984,-1683.901,1.7686096,1,3.6213505,-1685.6696,-1682.1324,-1683.6035
204000,5.7529297,0.0087890625,-1683.8198,1.8998393,0.9999999,2.4034665,-1685.7196,-1681.92,-1683.772
204500,4.9104004,0.0034179688,-1684.043,1.7377537,0.99999994,2.734651,-1685.7808,-1682.3052,-1683.7556
205000,7.246704,0.0015869141,-1683.9369,1.7979662,1,3.601215,-1685.7349,-1682.1389,-1683.8973
205500,6.807495,0.021118164,-1684.0314,1.9250897,1,6.535414,-1685.9564,-1682.1063,-1683.7219
206000,5.4468994,0.0025634766,-1683.9801,2.0043209,0.99999994,3.23139,-1685.9844,-1681.9758,-1683.8932
206500,5.338379,0.01928711,-1683.8774,1.7335912,1,3.5583262,-1685.6111,-1682.1438,-1683.6599
207000,5.8117676,0.0021972656,-1683.8489,1.8202964,1,4.124506,-1685.6692,-1682.0286,-1683.8005
207500,5.9085693,0.0030517578,-1683.9413,1.8398402,1,4.3090186,-1685.7811,-1682.1014,-1683.8508
208000,5.114624,0.009155273,-1683.9767,1.9445649,1.0000001,3.0017211,-1685.9213,-1682.0321,-1683.8947
208500,6.844116,0.013793945,-1683.9308,1.8223414,1.0000001,7.36679,-1685.7532,-1682.1084,-1683.883
209000,5.1015625,0.00390625,-1684.0278,1.7452844,1,3.53014,-1685.7731,-1682.2826,-1683.8613
209500,5.550659,0.0052490234,-1683.7145,1.9027493,0.9999999,2.2393193,-1685.6172,-1681.8118,-1683.6244
210000,6.057007,0.01574707,-1683.9022,1.7521662,1,5.101619,-1685.6544,-1682.15,-1683.7234
210500,5.4572754,0.006591797,-1683.731,1.718497,1,3.6137671,-1685.4495,-1682.0125,-1683.6365
211000,5.336426,0.0056152344,-1683.9268,1.9131856,1,3.185384,-1685.84,-1682.0135,-1683.8342
211500,4.6314697,0.002319336,-1683.985,1.8360685,1,2.04408,-1685.821,-1682.1489,-1683.9065
212000,4.7442627,0.0020751953,-1683.8309,1.8333055,0.99999994,1.8358349,-1685.6642,-1681.9977,-1683.7539
212500,6.8183594,0.0009765625,-1684.1096,1.9497981,1,7.022483,-1686.0594,-1682.1598,-1683.9663
213000,7.189453,0.004638672,-1684.0391,1.8573018,1,8.4211855,-1685.8964,-1682.1818,-1683.8737
213500,6.296509,0.005004883,-1683.7601,1.7111644,0.99999994,5.74134,-1685.4713,-1682.049,-1683.6914
214000,6.6400146,0.0072021484,-1683.7865,1.9500507,1,6.302497,-1685.7366,-1681.8364,-1683.6936
214500,5.8674316,0.00048828125,-1683.6382,1.7604148,1,4.7774,-1685.3986,-1681.8778,-1683.5189
215000,5.845093,0.0015869141,-1684.1139,1.8023087,1,4.5376687,-1685.9163,-1682.3115,-1683.984
215500,7.2043457,0.0031738281,-1683.8201,1.9234266,0.9999999,7.891521,-1685.7435,-1681.8966,-1683.7266
216000,5.793579,0.0028076172,-1683.798,1.8894407,1.0000001,3.3820288,-1685.6874,-1681.9086,-1683.7397
216500,5.261963,0.0031738281,-1683.8704,1.9076328,1,3.0054712,-1685.778,-1681.9628,-1683.7738
217000,4.900757,0.0015869141,-1683.8456,1.7320571,1,2.6792762,-1685.5776,-1682.1135,-1683.6985
217500,6.918457,0.00024414062,-1684.0403,1.6739961,1,2.8356225,-1685.7142,-1682.3663,-1683.9719
218000,4.8740234,0.014160156,-1683.9365,1.7845289,0.9999999,2.1679072,-1685.7211,-1682.152,-1683.881
218500,4.741455,0.029541016,-1684.0144,1.7702494,1,1.9519502,-1685.7847,-1682.2441,-1683.7773
219000,5.369385,0.005859375,-1683.8774,1.802888,1,2.8313417,-1685.6803,-1682.0746,-1683.7922
219500,5.1345215,0.010986328,-1683.9177,1.8172233,0.99999994,3.0115495,-1685.735,-1682.1005,-1683.8293
220000,6.196167,0.0037841797,-1684.0233,1.8867877,1,4.1798854,-1685.9102,-1682.1365,-1683.9568
220500,4.813843,0.002319336,-1683.6847,1.8110139,1,2.5027947,-1685.4957,-1681.8737,-1683.6294
221000,5.2564697,0.0025634766,-1684.0802,1.8676904,1,3.1361253,-1685.9479,-1682.2125,-1683.9509
221500,5.9891357,0.0013427734,-1683.9528,1.7827961,1,2.3600278,-1685.7356,-1682.1699,-1683.8367
222000,5.611328,0.012084961,-1684.0377,1.865459,0.99999994,3.7921565,-1685.9032,-1682.1722,-1683.8811
222500,4.8240967,0.037475586,-1684.1066,1.8165209,1,2.8470705,-1685.9231,-1682.29,-1683.9498
223000,6.333496,0.013427734,-1683.7463,1.7249888,1,4.156915,-1685.4713,-1682.0214,-1683.6724
223500,6.661621,0.021484375,-1684.1277,1.8465477,1,2.5361197,-1685.9742,-1682.2811,-1683.8854
224000,7.9627686,0.022827148,-1684.0011,1.8945351,0.99999994,11.509353,-1685.8956,-1682.1066,-1683.9412
224500,7.081299,0.008544922,-1684.0105,1.9181243,1,7.405658,-1685.9286,-1682.0924,-1683.8796
225000,5.822998,0.028564453,-1683.9016,1.8641478,1,4.1511874,-1685.7657,-1682.0375,-1683.7646
225500,5.3205566,0.016113281,-1683.9116,1.7385718,1,2.385251,-1685.6501,-1682.1731,-1683.6392
226000,5.938843,0.009399414,-1683.8759,1.7964139,1,3.3380723,-1685.6722,-1682.0795,-1683.8466
226500,4.940918,0,-1684.0159,1.8157601,1,2.7107067,-1685.8317,-1682.2001,-1683.8042
227000,5.906006,0.026123047,-1684.0972,1.8934643,1,4.5022745,-1685.9906,-1682.2037,-1684.0144
227500,6.337158,0.0068359375,-1683.8884,1.9118406,1,5.193227,-1685.8003,-1681.9766,-1683.7993
228000,5.496826,0.006591797,-1683.645,1.729826,1,2.2742522,-1685.3749,-1681.9152,-1683.5398
228500,5.9345703,0.004638672,-1683.7197,1.8107226,1,4.6981783,-1685.5304,-1681.909,-1683.636
229000,4.741211,0.0043945312,-1683.9858,1.7938046,1,2.0167153,-1685.7797,-1682.192,-1683.8535
229500,6.4677734,0.0031738281,-1684.1772,1.8980865,1,4.223027,-1686.0753,-1682.2792,-1683.9725
230000,5.802002,0.0041503906,-1683.7671,1.7575296,0.99999994,2.9796581,-1685.5247,-1682.0095,-1683.7228
230500,5.8706055,0.022949219,-1683.9541,1.9206764,1,4.206925,-1685.8748,-1682.0334,-1683.8577
231000,6.2595215,0.0087890625,-1683.8027,1.9672682,1.0000002,2.8385804,-1685.77,-1681.8354,-1683.6353
