Epoch,MaxActionDiff,MinActionDiff,MeanActionDiff,StdActionDiff,MeanReWeightingFactor,StdReWeightingFactor,MeanMinusStd,MeanPlusStd,Loss
465500,5.149048,0.029418945,-1684.3104,1.69503,1,2.44956,-1686.0055,-1682.6154,-1684.0321
466000,6.0598145,0.004638672,-1684.198,1.7048376,1,1.6067954,-1685.9028,-1682.4932,-1683.915
466500,6.544922,0.00048828125,-1684.0186,1.7523379,1,6.9024897,-1685.7709,-1682.2662,-1683.9288
467000,4.567871,0.0014648438,-1684.0676,1.5309098,0.99999994,2.1459646,-1685.5985,-1682.5367,-1684.0312
467500,5.323242,0.0034179688,-1684.175,1.729302,1,3.1050045,-1685.9043,-1682.4458,-1684.1013
468000,4.7052,0.0018310547,-1683.9706,1.7405157,1,2.2381332,-1685.711,-1682.2301,-1683.8428
468500,5.541992,0.029785156,-1684.0713,1.8055508,0.99999994,2.9181824,-1685.8768,-1682.2657,-1683.9404
469000,4.790161,0.002319336,-1684.1385,1.6868049,1,2.5712795,-1685.8253,-1682.4518,-1684.0906
469500,5.911133,0.0031738281,-1684.0034,1.7550578,1,2.3242593,-1685.7584,-1682.2484,-1683.9337
470000,5.036133,0.00024414062,-1684.1096,1.5450299,1,3.2828312,-1685.6547,-1682.5646,-1684.033
470500,4.886841,0.021362305,-1684.182,1.6309776,1,2.8241155,-1685.813,-1682.551,-1684.0095
471000,4.8691406,0.010498047,-1683.9375,1.572041,1,3.020183,-1685.5095,-1682.3655,-1683.8875
471500,5.4838867,0.017333984,-1684.2927,1.7075222,1,3.7275207,-1686.0002,-1682.5852,-1683.9954
472000,4.602295,0.0036621094,-1684.1504,1.6719531,0.99999994,2.5281682,-1685.8224,-1682.4784,-1684.0931
472500,5.1123047,0.0021972656,-1684.1565,1.7023367,0.99999994,3.0855622,-1685.8589,-1682.4541,-1684.0461
473000,5.7924805,0.008544922,-1684.0803,1.7799617,1,4.336868,-1685.8602,-1682.3004,-1684.0219
473500,6.510498,0,-1683.9939,1.7319368,1,4.0650697,-1685.7258,-1682.262,-1683.7871
474000,5.7160645,0.0063476562,-1684.187,1.6456407,1.0000001,4.3322544,-1685.8326,-1682.5414,-1684.0583
474500,6.144409,0.014282227,-1684.1334,1.7916336,1,2.1152937,-1685.925,-1682.3418,-1684.0685
475000,5.275879,0,-1684.2031,1.7765901,1,3.1335113,-1685.9797,-1682.4265,-1684.1399
475500,4.22583,0.011230469,-1684.1191,1.67713,1.0000001,2.075573,-1685.7963,-1682.442,-1684.0271
476000,5.614502,0.00024414062,-1684.1365,1.7738702,1,2.5110755,-1685.9104,-1682.3625,-1684.0115
476500,5.0808105,0.022705078,-1684.1868,1.6648184,0.9999999,2.7280762,-1685.8516,-1682.522,-1684.144
477000,4.9466553,0.00793457,-1684.0934,1.6628392,1,3.025502,-1685.7562,-1682.4305,-1684.0532
477500,5.362915,0.005493164,-1684.0287,1.7230272,1,3.4796617,-1685.7517,-1682.3057,-1683.9752
478000,6.1242676,0.0009765625,-1684.1233,1.7358383,1,5.17139,-1685.8591,-1682.3875,-1684.0605
478500,5.736328,0.0036621094,-1684.169,1.7105398,1,4.3727407,-1685.8795,-1682.4584,-1684.0859
479000,6.0151367,0.01928711,-1684.2405,1.7504283,1,5.255877,-1685.991,-1682.49,-1684.2036
479500,5.136963,0.009033203,-1684.1147,1.6021729,1,3.354716,-1685.7169,-1682.5126,-1683.9867
480000,5.7521973,0.0024414062,-1684.2769,1.6533931,0.99999994,3.0457647,-1685.9303,-1682.6234,-1683.9913
480500,4.9813232,0.006225586,-1683.9147,1.6136413,1,2.1288104,-1685.5283,-1682.301,-1683.8073
481000,5.5109863,0.025634766,-1684.1375,1.8441801,1.0000001,3.4866116,-1685.9817,-1682.2932,-1684.0328
481500,5.0456543,0.0017089844,-1684.0225,1.637588,1,3.3098042,-1685.66,-1682.3849,-1683.9652
482000,5.2948,0.010375977,-1684.2565,1.6757847,1,2.6598768,-1685.9323,-1682.5807,-1684.0437
482500,4.751465,0.028564453,-1684.2478,1.6683891,1,2.3232539,-1685.9161,-1682.5795,-1684.19
483000,5.0339355,0.00048828125,-1684.1843,1.6326455,1,2.702392,-1685.817,-1682.5516,-1684.1384
483500,4.9748535,0.0053710938,-1684.1548,1.7976712,1,2.9016752,-1685.9525,-1682.357,-1684.1194
484000,5.1627197,0.0057373047,-1684.1842,1.7149813,1,3.0802002,-1685.8992,-1682.4692,-1684.1001
484500,4.602661,0.008911133,-1684.0873,1.6306422,1,2.291033,-1685.7179,-1682.4567,-1684.0608
485000,7.090576,0.0063476562,-1684.0652,1.8866795,1,8.451513,-1685.9519,-1682.1785,-1683.9783
485500,4.8775635,0.00012207031,-1684.2164,1.7082056,0.9999999,2.5471168,-1685.9247,-1682.5082,-1684.0966
486000,5.871338,0.015625,-1684.2048,1.5796895,1,4.8670516,-1685.7845,-1682.6251,-1684.1705
486500,4.2493896,0.010131836,-1684.1852,1.7262913,0.9999999,2.3274152,-1685.9115,-1682.4589,-1683.9987
487000,4.5915527,0.0061035156,-1684.0232,1.712545,1,2.10754,-1685.7357,-1682.3107,-1683.9707
487500,5.326172,0.0031738281,-1684.147,1.8529693,1,2.4784958,-1686,-1682.294,-1684.0889
488000,4.459961,0.0034179688,-1684.2627,1.6877681,0.99999994,2.0211165,-1685.9504,-1682.575,-1684.0809
488500,5.119507,0.03137207,-1683.9054,1.6023036,1.0000001,3.69803,-1685.5077,-1682.3031,-1683.8586
489000,4.5906982,0.0008544922,-1684.0304,1.6498957,0.9999999,2.596056,-1685.6803,-1682.3805,-1683.9498
489500,6.3480225,0.01977539,-1684.0422,1.6661952,1,4.5129695,-1685.7084,-1682.3761,-1683.9849
490000,5.4659424,0.006713867,-1684.1276,1.6287305,1,3.8862846,-1685.7563,-1682.4988,-1683.9761
490500,7.3945312,0.0014648438,-1684.2109,1.7593023,1.0000001,9.630381,-1685.9702,-1682.4517,-1684.0865
491000,5.6324463,0.0018310547,-1684.1449,1.8175008,0.99999994,3.9450123,-1685.9624,-1682.3274,-1684.0039
491500,5.0947266,0.0009765625,-1683.8174,1.6517829,1.0000001,3.0540426,-1685.4691,-1682.1656,-1683.7725
492000,4.8288574,0.00024414062,-1684.1709,1.6676365,1,2.6793993,-1685.8385,-1682.5033,-1684.133
492500,5.0422363,0.0041503906,-1684.1814,1.7849706,0.9999999,2.5295408,-1685.9663,-1682.3965,-1684.041
493000,7.588135,0.0017089844,-1684.1296,1.7789135,0.99999994,2.5022743,-1685.9086,-1682.3507,-1683.9326
493500,4.685669,0.014282227,-1684.1141,1.6891679,1.0000001,2.6293073,-1685.8033,-1682.4249,-1683.9932
494000,5.5771484,0.016113281,-1684.0674,1.7249631,1.0000001,2.7760444,-1685.7924,-1682.3424,-1683.9617
494500,5.312378,0.012573242,-1684.2589,1.7093685,1,3.4199557,-1685.9683,-1682.5496,-1684.1772
495000,5.684326,0.014160156,-1684.1404,1.729964,1,4.390196,-1685.8704,-1682.4104,-1684.0317
495500,5.15271,0.0037841797,-1684.1915,1.667942,0.99999994,2.209238,-1685.8595,-1682.5236,-1684.1677
496000,5.262085,0.004272461,-1683.8268,1.628366,1,2.4013402,-1685.4552,-1682.1984,-1683.7566
496500,5.140503,0.0053710938,-1684.2207,1.6508782,0.99999994,2.8305504,-1685.8716,-1682.5698,-1684.145
497000,4.92395,0.014038086,-1684.2775,1.7412255,0.99999994,2.7693913,-1686.0187,-1682.5363,-1684.0935
497500,4.965454,0.011352539,-1684.2106,1.5795485,1.0000001,3.1417212,-1685.7902,-1682.631,-1684.1218
498000,5.3756104,0.00036621094,-1684.1215,1.6290634,0.9999999,3.9788423,-1685.7505,-1682.4924,-1684.0894
498500,5.6240234,0.014892578,-1684.2212,1.560436,0.9999999,2.0651622,-1685.7816,-1682.6608,-1684.0872
499000,6.0411377,0.009155273,-1684.1154,1.6801772,1,2.3127193,-1685.7955,-1682.4352,-1683.965
499500,5.6121826,0.0015869141,-1684.3978,1.6759657,1,4.343545,-1686.0739,-1682.7218,-1684.2705
500000,5.1689453,0.0053710938,-1684.1062,1.7902454,1.0000001,2.1947818,-1685.8965,-1682.3159,-1684.0493
500500,6.5584717,0.0009765625,-1684.0684,1.8249522,1,2.6458344,-1685.8933,-1682.2434,-1683.9714
501000,6.013794,0.015991211,-1684.2836,1.713346,0.99999994,5.0746045,-1685.997,-1682.5702,-1684.2059
501500,5.777954,0.016479492,-1684.0841,1.7610768,0.99999994,4.622212,-1685.8452,-1682.323,-1683.9451
502000,5.3706055,0.00390625,-1684.0918,1.807782,1.0000001,3.6186862,-1685.8995,-1682.284,-1683.9207
502500,5.125366,0.013793945,-1684.2296,1.8193464,0.99999994,3.3149393,-1686.049,-1682.4103,-1684.1326
503000,4.408325,0.005004883,-1684.2201,1.7027066,1,2.242262,-1685.9229,-1682.5173,-1684.1375
503500,5.306885,0.02368164,-1684.1814,1.8366172,1,3.8148737,-1686.0181,-1682.3447,-1684.0371
504000,4.9749756,0.010375977,-1684.3234,1.6971493,0.9999999,2.3875892,-1686.0205,-1682.6262,-1684.1886
504500,5.851074,0.0024414062,-1684.2876,1.8389348,1,4.1657376,-1686.1266,-1682.4486,-1684.0394
505000,5.116455,0.0009765625,-1684.1304,1.5454122,1,3.3060904,-1685.6758,-1682.585,-1684.0913
505500,4.5369873,0.025268555,-1684.1771,1.7713765,0.99999994,2.1615698,-1685.9485,-1682.4058,-1684.0693
506000,5.0805664,0.0012207031,-1684.0503,1.7913587,1,2.9129467,-1685.8417,-1682.2589,-1684.0027
506500,4.790283,0.016357422,-1684.1863,1.647429,1,2.6023767,-1685.8337,-1682.5388,-1684.1681
507000,6.187134,0.010620117,-1684.0731,1.8652567,1,4.9174037,-1685.9384,-1682.2079,-1683.9991
507500,6.505249,0.010864258,-1684.2653,1.8992552,0.9999999,5.6466804,-1686.1646,-1682.366,-1684.1638
508000,5.550415,0.008422852,-1684.1185,1.7862779,0.99999994,3.7602284,-1685.9048,-1682.3323,-1684.0636
508500,4.755127,0.0017089844,-1684.1802,1.568842,0.99999994,2.0060098,-1685.749,-1682.6113,-1684.1096
509000,5.9121094,0.0107421875,-1683.9956,1.7712295,1,3.7162354,-1685.7668,-1682.2244,-1683.9604
509500,5.9656982,0.0040283203,-1684.2867,1.6511075,1.0000001,2.353151,-1685.9379,-1682.6356,-1684.1915
510000,5.484009,0,-1683.8589,1.697041,1,2.797996,-1685.5559,-1682.1619,-1683.8008
510500,5.2437744,0.00036621094,-1684.1078,1.7013568,1,2.3977785,-1685.8092,-1682.4064,-1684.053
511000,5.092285,0.010009766,-1684.0266,1.698298,1,2.536399,-1685.7249,-1682.3284,-1683.9792
511500,5.142456,0.0020751953,-1683.9369,1.873851,1,3.3213217,-1685.8108,-1682.063,-1683.8408
512000,6.8724365,0.0020751953,-1684.1913,1.6199982,0.9999999,8.070152,-1685.8113,-1682.5713,-1684.1334
512500,5.3952637,0.0048828125,-1684.0571,1.7631999,0.99999994,3.7607405,-1685.8203,-1682.294,-1684.003
513000,5.2608643,0.023071289,-1684.1427,1.8070059,1,3.3590066,-1685.9497,-1682.3357,-1684.0759
513500,5.373169,0.017456055,-1684.2386,1.6168561,1,3.9783773,-1685.8555,-1682.6218,-1684.1229
514000,4.7110596,0.00012207031,-1684.0822,1.5713689,1,2.6393645,-1685.6536,-1682.5107,-1683.9612
514500,5.161133,0.001953125,-1684.1348,1.6699309,1,3.2139027,-1685.8047,-1682.4648,-1684.0767
515000,4.878174,0.0107421875,-1684.0969,1.666945,1,2.3512433,-1685.7639,-1682.4299,-1683.8916
515500,4.2963867,0.00024414062,-1684.1257,1.6253558,1,2.5107563,-1685.7511,-1682.5004,-1683.9999
516000,4.932373,0.0026855469,-1684.3093,1.6909313,1,2.8178542,-1686.0002,-1682.6184,-1684.1155
516500,6.598877,0.009033203,-1684.425,1.7358347,1,6.796285,-1686.1609,-1682.6892,-1684.2571
517000,7.8726807,0.0037841797,-1684.2081,1.715192,1.0000001,11.985412,-1685.9233,-1682.4929,-1684.1304
517500,4.590332,0.008544922,-1684.0195,1.6025697,1.0000001,2.1437683,-1685.6221,-1682.417,-1683.9731
518000,6.9093018,0.004760742,-1684.284,1.7227976,1,7.1732826,-1686.0068,-1682.5613,-1684.1917
518500,5.014038,0.013305664,-1684.0988,1.7494241,1,2.7789593,-1685.8481,-1682.3494,-1683.9397
519000,4.7890625,0.0029296875,-1684.1523,1.6927011,1,2.560208,-1685.8451,-1682.4596,-1684.0334
519500,4.8621826,0.0025634766,-1684.0477,1.7051159,1,2.2340174,-1685.7528,-1682.3427,-1683.9612
520000,6.4747314,0.0010986328,-1684.2789,1.7708743,1,6.807507,-1686.0498,-1682.508,-1684.127
520500,5.499756,0.021240234,-1684.074,1.6519167,1,3.971756,-1685.726,-1682.422,-1684.0176
521000,5.2158203,0.0021972656,-1684.0134,1.6083807,0.99999994,2.0941467,-1685.6218,-1682.405,-1683.8868
521500,4.479248,0,-1684.1328,1.4871072,0.9999998,2.40638,-1685.6199,-1682.6458,-1684.0325
522000,4.478882,0.022338867,-1684.0673,1.4559078,1,2.5776224,-1685.5232,-1682.6113,-1683.994
522500,5.2978516,0.030029297,-1683.9578,1.7567035,0.9999998,3.4404912,-1685.7145,-1682.201,-1683.8878
523000,5.295288,0.008911133,-1684.1898,1.7825875,0.99999994,3.382928,-1685.9724,-1682.4072,-1683.9941
523500,4.775635,0.006591797,-1683.904,1.7245469,1,2.7951658,-1685.6285,-1682.1796,-1683.8951
524000,4.2180176,0.0026855469,-1684.2544,1.5738466,0.99999994,1.8465213,-1685.8282,-1682.6805,-1684.1577
524500,6.185669,0.0013427734,-1684.1954,1.7689764,0.9999999,5.8044376,-1685.9644,-1682.4265,-1684.0049
525000,5.1744385,0.011108398,-1684.1747,1.5801103,0.9999999,1.9711338,-1685.7548,-1682.5946,-1684.1082
525500,5.56958,0.040283203,-1684.01,1.7111657,0.9999999,2.4986715,-1685.7212,-1682.2988,-1683.9604
526000,4.9035645,0.02758789,-1683.9722,1.6760087,1,3.084104,-1685.6482,-1682.2961,-1683.9213
526500,5.2335205,0.0008544922,-1684.2008,1.6141527,1,3.5586903,-1685.815,-1682.5867,-1684.1667
527000,5.1625977,0.01586914,-1683.9033,1.756886,1,3.0236812,-1685.6602,-1682.1465,-1683.832
527500,5.7944336,0.001953125,-1684.0737,1.6718298,1.0000001,3.9760995,-1685.7456,-1682.4019,-1684.014
528000,4.7125244,0.027709961,-1684.0663,1.7513231,1,2.7599702,-1685.8176,-1682.315,-1684.0186
528500,7.192871,0.00048828125,-1684.2485,1.829319,1.0000001,9.172852,-1686.0779,-1682.4192,-1684.1189
529000,4.6800537,0.0072021484,-1684.0719,1.7152927,1,2.1475074,-1685.7872,-1682.3566,-1684.0181
529500,5.163574,0.0029296875,-1684.1963,1.7974772,1,2.8024716,-1685.9938,-1682.3988,-1684.0278
530000,6.459961,0.008056641,-1684.5132,1.6281519,1,7.3502755,-1686.1414,-1682.885,-1684.4104
530500,5.250244,0.0024414062,-1683.9875,1.6598184,1,3.416848,-1685.6473,-1682.3278,-1683.9274
531000,6.1429443,0.002319336,-1684.0812,1.7393447,1,5.277459,-1685.8206,-1682.3418,-1683.976
531500,5.8745117,0.0056152344,-1684.0483,1.7598681,1.0000001,3.1772842,-1685.8082,-1682.2885,-1684.0146
532000,4.973999,0.0052490234,-1684.0001,1.7337875,1,2.739403,-1685.7339,-1682.2664,-1683.758
532500,5.2442627,0.01965332,-1684.0133,1.7405531,1,3.3672936,-1685.7539,-1682.2727,-1683.9751
533000,4.494385,0.0007324219,-1684.1487,1.5952893,0.99999994,2.1789968,-1685.744,-1682.5533,-1684.1216
533500,4.2696533,0.010864258,-1684.3737,1.4803879,0.99999994,2.2146146,-1685.854,-1682.8933,-1684.251
534000,4.8703613,0.013671875,-1684.1016,1.7608949,1,2.686643,-1685.8624,-1682.3407,-1684.0497
534500,4.8323975,0.0032958984,-1683.9142,1.6765951,1,2.7101066,-1685.5908,-1682.2375,-1683.798
535000,5.6918945,0.00024414062,-1684.2524,1.713164,1,4.2305627,-1685.9656,-1682.5393,-1684.1655
535500,5.505127,0.004638672,-1684.2834,1.6060275,0.99999994,2.335837,-1685.8895,-1682.6774,-1684.2191
536000,5.723633,0.0029296875,-1683.9978,1.7918824,1,3.969188,-1685.7897,-1682.2059,-1683.9297
536500,4.4735107,0.012817383,-1684.2955,1.6559478,1.0000001,2.5910563,-1685.9515,-1682.6395,-1684.1504
537000,5.225586,0.044921875,-1683.8533,1.7467357,0.99999994,2.2107913,-1685.6,-1682.1066,-1683.7906
537500,6.974365,0.015136719,-1684.1328,1.8529643,1.0000001,4.145049,-1685.9857,-1682.2799,-1684.0127
538000,6.4122314,0.0052490234,-1684.1923,1.6149433,1,3.5640612,-1685.8073,-1682.5773,-1684.1285
538500,4.720093,0.005004883,-1684.1581,1.7026516,0.99999994,2.8287518,-1685.8607,-1682.4554,-1684.0691
539000,5.968628,0.017700195,-1684.2203,1.7622105,1,4.5551953,-1685.9825,-1682.4581,-1684.1243
539500,5.552124,0.0064697266,-1683.7216,1.6663715,0.9999999,3.7750597,-1685.388,-1682.0552,-1683.6013
540000,4.840088,0.028808594,-1684.2188,1.6136795,0.99999994,2.0910037,-1685.8324,-1682.6051,-1684.1542
540500,5.2369385,0.008666992,-1684.2887,1.7268208,1,2.0067804,-1686.0155,-1682.5619,-1684.2609
541000,4.59021,0.0045166016,-1684.08,1.6131445,1,2.280831,-1685.6931,-1682.4668,-1684.0068
541500,5.0908203,0.0012207031,-1684.0754,1.7149221,1.0000001,3.0031202,-1685.7904,-1682.3605,-1683.991
542000,4.4017334,0.028930664,-1684.1825,1.7025503,1,2.0900624,-1685.885,-1682.48,-1684.0642
542500,5.205078,0.0043945312,-1684.4302,1.7452805,1,3.3120003,-1686.1754,-1682.6849,-1684.3657
543000,4.0167236,0.00012207031,-1684.1036,1.6329778,1,1.9625276,-1685.7366,-1682.4707,-1684.0322
543500,4.2578125,0.013427734,-1684.0994,1.5795255,1,1.9964978,-1685.6788,-1682.5199,-1684.062
544000,6.0808105,0.0009765625,-1683.9082,1.7123947,1.0000001,5.4978805,-1685.6206,-1682.1958,-1683.874
544500,5.558716,0.002319336,-1684.3168,1.6237419,1,2.6096504,-1685.9406,-1682.693,-1684.019
545000,5.4068604,0.010131836,-1684.3204,1.8697054,1,3.11843,-1686.1902,-1682.4507,-1684.2266
545500,5.5515137,0.004638672,-1684.2358,1.7265557,1,3.9196448,-1685.9624,-1682.5093,-1684.067
546000,4.5493164,0.0053710938,-1684.135,1.7351724,1,2.0865107,-1685.8702,-1682.3998,-1684.0137
546500,6.8918457,0.0087890625,-1684.0796,1.6681999,1,2.7654321,-1685.7478,-1682.4114,-1683.9736
547000,5.7249756,0.00036621094,-1684.5658,1.7605695,1,2.726298,-1686.3264,-1682.8052,-1684.1406
547500,7.0095215,0.008056641,-1684.1362,1.771102,0.99999994,8.04176,-1685.9073,-1682.3651,-1684.033
548000,6.068115,0.0075683594,-1684.1311,1.7420386,0.9999998,5.1423597,-1685.8732,-1682.389,-1684.0454
548500,5.338867,0.0007324219,-1684.1934,1.6550637,1,3.6577816,-1685.8484,-1682.5383,-1684.0923
549000,4.772949,0.00024414062,-1684.053,1.5977709,1,2.7707193,-1685.6508,-1682.4552,-1684.019
549500,5.0498047,0.008300781,-1684.1218,1.7181351,1,2.9598365,-1685.84,-1682.4037,-1684.0796
550000,5.5168457,0.0043945312,-1684.0864,1.6362444,1,2.0488243,-1685.7227,-1682.4502,-1684.0277
550500,7.2003174,0.010498047,-1683.9915,1.7198361,1.0000001,1.8185064,-1685.7113,-1682.2716,-1683.9207
551000,5.340576,0,-1684.1743,1.8782262,1.0000001,2.9301636,-1686.0525,-1682.2961,-1683.9655
551500,5.623535,0.0078125,-1684.0449,1.6263914,1,4.2912207,-1685.6713,-1682.4186,-1683.9688
552000,3.9926758,0.0087890625,-1683.9702,1.6143473,1,1.7746214,-1685.5846,-1682.3558,-1683.9058
552500,6.293701,0.0009765625,-1684.2146,1.5691924,0.99999994,4.526021,-1685.7838,-1682.6454,-1684.0947
553000,4.515625,0.0029296875,-1684.1333,1.5675337,0.99999994,2.7824626,-1685.7008,-1682.5658,-1684.0559
553500,5.1875,0.010986328,-1683.9717,1.627705,1.0000001,2.5174246,-1685.5994,-1682.344,-1683.9055
554000,5.2609863,0.0012207031,-1684.0701,1.6674113,0.99999994,2.4425018,-1685.7374,-1682.4027,-1684.0078
554500,5.3986816,0.0036621094,-1684.4597,1.6055398,0.9999999,4.2634945,-1686.0653,-1682.8541,-1684.2991
555000,6.2314453,0.015258789,-1684.251,1.8014914,0.9999998,5.5748324,-1686.0525,-1682.4495,-1684.1948
555500,4.9589844,0.013671875,-1684.2,1.7717226,1,2.608201,-1685.9717,-1682.4282,-1684.1235
556000,4.991699,0.00024414062,-1684.209,1.7423964,1,2.8353243,-1685.9514,-1682.4666,-1684.1565
556500,4.9328613,0.004638672,-1684.2185,1.6911819,0.9999999,3.124551,-1685.9097,-1682.5273,-1684.1616
557000,4.659424,0.005859375,-1684.2214,1.58358,1,2.8589497,-1685.805,-1682.6378,-1684.1196
557500,4.6674805,0.0031738281,-1684.156,1.7035581,1,2.4037383,-1685.8596,-1682.4524,-1684.0537
558000,4.9191895,0.004638672,-1684.2314,1.7642926,0.9999999,2.2598717,-1685.9957,-1682.4672,-1684.086
558500,4.819092,0.0034179688,-1684.3137,1.7525332,1.0000001,2.8249183,-1686.0663,-1682.5612,-1684.2146
559000,5.250366,0.0020751953,-1684.2416,1.7433168,1.0000001,3.1966722,-1685.9849,-1682.4983,-1684.182
559500,4.8398438,0.014404297,-1684.3926,1.695665,0.9999999,2.9804163,-1686.0883,-1682.6969,-1684.1775
560000,5.956299,0.00024414062,-1684.2029,1.658084,0.99999994,2.4933732,-1685.861,-1682.5448,-1684.1185
560500,4.5625,0.0026855469,-1684.1323,1.8101915,1,2.294479,-1685.9425,-1682.3221,-1684.0681
561000,4.9367676,0.001953125,-1684.1636,1.7184752,0.99999994,2.8850703,-1685.8821,-1682.4451,-1684.1256
561500,5.871582,0.00024414062,-1684.1096,1.7837468,1,3.2666233,-1685.8933,-1682.3259,-1684.0459
562000,6.0250244,0.013061523,-1684.0629,1.7357497,0.9999999,5.0062532,-1685.7986,-1682.3271,-1684.024
562500,4.708008,0.0021972656,-1684.1523,1.6120415,1,2.3430266,-1685.7644,-1682.5403,-1684.1125
563000,5.091919,0.0028076172,-1684.1932,1.6997689,1,3.3528259,-1685.8931,-1682.4934,-1684.1296
563500,6.1342773,0.0053710938,-1684.2161,1.6944308,0.9999998,2.7448215,-1685.9105,-1682.5216,-1684.1741
564000,4.6210938,0.0012207031,-1684.3652,1.7158068,1.0000001,2.4756732,-1686.081,-1682.6494,-1684.248
564500,5.5150146,0.002319336,-1683.9945,1.5878205,1.0000001,2.3410401,-1685.5823,-1682.4067,-1683.928
565000,4.8094482,0.0072021484,-1684.1459,1.6235577,1.0000001,2.2640889,-1685.7694,-1682.5223,-1684.0773
565500,5.579468,0.00061035156,-1684.1141,1.6980885,1.0000001,2.4901228,-1685.8123,-1682.416,-1684.0017
566000,5.5828857,0.006958008,-1684.2113,1.6058949,1,2.550684,-1685.8171,-1682.6055,-1684.0876
566500,5.0910645,0.016113281,-1684.1609,1.7604703,1,3.4299545,-1685.9214,-1682.4004,-1684.0635
567000,5.1499023,0.011230469,-1684.0117,1.7411289,1,2.838544,-1685.7528,-1682.2706,-1683.9829
567500,5.461792,0.020874023,-1684.1991,1.5837191,1,2.2623136,-1685.7828,-1682.6154,-1684.0746
568000,4.7630615,0.009399414,-1684.236,1.6887406,1,2.4718845,-1685.9247,-1682.5472,-1684.1947
568500,5.5063477,0.0014648438,-1684.104,1.7452894,1,2.6892452,-1685.8492,-1682.3588,-1683.9158
569000,6.0095215,0.0017089844,-1684.1362,1.7163187,0.99999994,4.198451,-1685.8525,-1682.4199,-1684.0776
569500,5.681885,0.0061035156,-1684.2463,1.9382389,0.99999994,3.91831,-1686.1846,-1682.3081,-1684.0028
570000,5.2492676,0.014160156,-1684.0566,1.638165,1.0000001,3.4283876,-1685.6948,-1682.4185,-1683.9438
570500,6.0792236,0.0064697266,-1684.0499,1.7136313,1,5.162674,-1685.7635,-1682.3363,-1683.9883
571000,6.2612305,0.0043945312,-1684.3015,1.7866002,0.99999994,4.5014787,-1686.0881,-1682.5149,-1684.2668
571500,5.8828125,0.0014648438,-1684.1187,1.6803952,0.99999994,3.964293,-1685.7991,-1682.4382,-1684.0232
572000,5.5301514,0.0015869141,-1683.9694,1.7825748,0.99999994,3.7671747,-1685.752,-1682.1868,-1683.9062
572500,4.8950195,0.001953125,-1684.3293,1.6167835,1.0000001,3.180499,-1685.9462,-1682.7125,-1684.2988
573000,5.3935547,0.022460938,-1684.3872,1.7673844,1,3.5609767,-1686.1545,-1682.6199,-1684.2351
573500,4.8670654,0.00036621094,-1684.1776,1.6608218,1,3.1877067,-1685.8384,-1682.5168,-1684.1323
574000,4.571411,0.014526367,-1684.3439,1.6370753,0.9999998,2.2220078,-1685.981,-1682.7068,-1684.2134
574500,6.104004,0.015136719,-1684.0518,1.7123575,0.99999994,5.312955,-1685.7642,-1682.3394,-1683.9155
575000,6.3913574,0.033935547,-1684.1938,1.7275757,0.99999994,6.3725214,-1685.9214,-1682.4663,-1684.1553
575500,8.839722,0.0057373047,-1684.2921,1.6276809,1.0000001,14.130033,-1685.9198,-1682.6644,-1684.2466
576000,5.0075684,0.008544922,-1683.9626,1.7100055,1.0000001,2.7592952,-1685.6726,-1682.2527,-1683.932
576500,5.2626953,0.009521484,-1684.1035,1.6923052,1,3.2599795,-1685.7958,-1682.4113,-1684.0372
577000,5.356079,0.011230469,-1684.0916,1.6691636,0.99999994,3.6151676,-1685.7607,-1682.4224,-1683.9331
577500,6.064453,0.017333984,-1684.3423,1.6933539,1,5.369079,-1686.0356,-1682.6489,-1684.2928
578000,4.8408203,0.0012207031,-1684.1355,1.634388,1.0000001,2.750755,-1685.7699,-1682.5011,-1684.0632
578500,5.3101807,0.008422852,-1684.159,1.6460696,1.0000001,3.6991198,-1685.8052,-1682.513,-1684.0891
579000,6.108032,0.018676758,-1684.1222,1.7655802,1,5.1625977,-1685.8878,-1682.3566,-1684.0913
579500,5.585449,0.009033203,-1684.0386,1.6266748,1.0000001,2.229708,-1685.6653,-1682.4119,-1683.9214
580000,6.194824,0.0012207031,-1684.2051,1.6045227,0.9999999,2.4965506,-1685.8096,-1682.6006,-1684.1554
580500,6.235718,0.006225586,-1684.1066,1.8719163,1,5.0944285,-1685.9785,-1682.2346,-1684.0719
581000,4.7940674,0.042114258,-1684.0509,1.65717,0.99999994,2.815636,-1685.7081,-1682.3937,-1683.9963
581500,5.4908447,0.010131836,-1684.1779,1.6878476,1,2.8661058,-1685.8657,-1682.49,-1684.1124
582000,5.0670166,0.016479492,-1684.1749,1.6424944,1.0000001,3.2735496,-1685.8174,-1682.5325,-1684.1062
582500,5.461426,0.0017089844,-1684.0508,1.6837678,1,3.995693,-1685.7345,-1682.3671,-1684.0017
583000,5.537842,0.010253906,-1684.1401,1.7525923,1,3.6596458,-1685.8927,-1682.3876,-1684.0764
583500,7.275635,0.01586914,-1684.2158,1.6718423,1,2.039578,-1685.8877,-1682.544,-1684.1351
584000,4.5892334,0.010620117,-1683.8815,1.6620256,1,2.4655664,-1685.5435,-1682.2195,-1683.8312
584500,9.088867,0.0056152344,-1684.0977,1.8750185,1,2.6967752,-1685.9727,-1682.2227,-1683.911
585000,5.968994,0.010253906,-1684.199,1.6582615,1,2.7370393,-1685.8572,-1682.5408,-1684.1228
